adm_cd(행정경계파일 동이름),대선 득표 데이터 동이름
전라남도 나주시 산포면,전라남도 나주시 산포면
전라남도 나주시 다도면,전라남도 나주시 다도면
전라남도 나주시 봉황면,전라남도 나주시 봉황면
전라남도 나주시 송월동,전라남도 나주시 송월동
전라남도 나주시 영강동,전라남도 나주시 영강동
전라남도 나주시 금남동,전라남도 나주시 금남동
전라남도 나주시 성북동,전라남도 나주시 성북동
전라남도 나주시 영산동,전라남도 나주시 영산동
전라남도 나주시 이창동,전라남도 나주시 이창동
전라남도 나주시 빛가람동,전라남도 나주시 빛가람동
전라남도 광양시 광양읍,전라남도 광양시 광양읍
전라남도 광양시 봉강면,전라남도 광양시 봉강면
전라남도 광양시 옥룡면,전라남도 광양시 옥룡면
전라남도 광양시 옥곡면,전라남도 광양시 옥곡면
전라남도 광양시 진상면,전라남도 광양시 진상면
전라남도 광양시 진월면,전라남도 광양시 진월면
전라남도 광양시 다압면,전라남도 광양시 다압면
전라남도 광양시 골약동,전라남도 광양시 골약동
전라남도 광양시 중마동,전라남도 광양시 중마동
전라남도 광양시 광영동,전라남도 광양시 광영동
전라남도 광양시 태인동,전라남도 광양시 태인동
전라남도 광양시 금호동,전라남도 광양시 금호동
전라남도 담양군 담양읍,전라남도 담양군 담양읍
전라남도 담양군 봉산면,전라남도 담양군 봉산면
전라남도 담양군 고서면,전라남도 담양군 고서면
전라남도 담양군 남면,전라남도 담양군 남면
전라남도 담양군 창평면,전라남도 담양군 창평면
전라남도 담양군 대덕면,전라남도 담양군 대덕면
전라남도 담양군 무정면,전라남도 담양군 무정면
전라남도 담양군 금성면,전라남도 담양군 금성면
전라남도 담양군 용면,전라남도 담양군 용면
전라남도 담양군 월산면,전라남도 담양군 월산면
전라남도 담양군 수북면,전라남도 담양군 수북면
전라남도 담양군 대전면,전라남도 담양군 대전면
전라남도 장성군 장성읍,전라남도 장성군 장성읍
전라남도 장성군 진원면,전라남도 장성군 진원면
전라남도 장성군 남면,전라남도 장성군 남면
전라남도 장성군 동화면,전라남도 장성군 동화면
전라남도 장성군 삼서면,전라남도 장성군 삼서면
전라남도 장성군 삼계면,전라남도 장성군 삼계면
전라남도 장성군 황룡면,전라남도 장성군 황룡면
전라남도 장성군 서삼면,전라남도 장성군 서삼면
전라남도 장성군 북일면,전라남도 장성군 북일면
전라남도 장성군 북이면,전라남도 장성군 북이면
전라남도 장성군 북하면,전라남도 장성군 북하면
전라남도 곡성군 곡성읍,전라남도 곡성군 곡성읍
전라남도 곡성군 오곡면,전라남도 곡성군 오곡면
전라남도 곡성군 삼기면,전라남도 곡성군 삼기면
전라남도 곡성군 석곡면,전라남도 곡성군 석곡면
전라남도 곡성군 목사동면,전라남도 곡성군 목사동면
전라남도 곡성군 죽곡면,전라남도 곡성군 죽곡면
전라남도 곡성군 고달면,전라남도 곡성군 고달면
전라남도 곡성군 옥과면,전라남도 곡성군 옥과면
전라남도 곡성군 입면,전라남도 곡성군 입면
전라남도 곡성군 겸면,전라남도 곡성군 겸면
전라남도 곡성군 오산면,전라남도 곡성군 오산면
전라남도 구례군 구례읍,전라남도 구례군 구례읍
전라남도 구례군 문척면,전라남도 구례군 문척면
전라남도 구례군 간전면,전라남도 구례군 간전면
전라남도 구례군 토지면,전라남도 구례군 토지면
전라남도 구례군 마산면,전라남도 구례군 마산면
전라남도 구례군 광의면,전라남도 구례군 광의면
전라남도 구례군 용방면,전라남도 구례군 용방면
전라남도 구례군 산동면,전라남도 구례군 산동면
전라남도 고흥군 고흥읍,전라남도 고흥군 고흥읍
전라남도 고흥군 도양읍,전라남도 고흥군 도양읍
전라남도 고흥군 풍양면,전라남도 고흥군 풍양면
전라남도 고흥군 도덕면,전라남도 고흥군 도덕면
전라남도 고흥군 금산면,전라남도 고흥군 금산면
전라남도 고흥군 도화면,전라남도 고흥군 도화면
전라남도 고흥군 포두면,전라남도 고흥군 포두면
전라남도 고흥군 봉래면,전라남도 고흥군 봉래면
전라남도 고흥군 동일면,전라남도 고흥군 동일면
전라남도 고흥군 점암면,전라남도 고흥군 점암면
전라남도 고흥군 영남면,전라남도 고흥군 영남면
전라남도 고흥군 과역면,전라남도 고흥군 과역면
전라남도 고흥군 남양면,전라남도 고흥군 남양면
전라남도 고흥군 동강면,전라남도 고흥군 동강면
전라남도 고흥군 대서면,전라남도 고흥군 대서면
전라남도 고흥군 두원면,전라남도 고흥군 두원면
전라남도 보성군 보성읍,전라남도 보성군 보성읍
전라남도 보성군 벌교읍,전라남도 보성군 벌교읍
전라남도 보성군 노동면,전라남도 보성군 노동면
전라남도 보성군 미력면,전라남도 보성군 미력면
전라남도 보성군 겸백면,전라남도 보성군 겸백면
전라남도 보성군 율어면,전라남도 보성군 율어면
전라남도 보성군 복내면,전라남도 보성군 복내면
전라남도 보성군 문덕면,전라남도 보성군 문덕면
전라남도 보성군 조성면,전라남도 보성군 조성면
전라남도 보성군 득량면,전라남도 보성군 득량면
전라남도 보성군 회천면,전라남도 보성군 회천면
전라남도 보성군 웅치면,전라남도 보성군 웅치면
전라남도 화순군 화순읍,전라남도 화순군 화순읍
전라남도 화순군 한천면,전라남도 화순군 한천면
전라남도 화순군 춘양면,전라남도 화순군 춘양면
전라남도 화순군 청풍면,전라남도 화순군 청풍면
전라남도 화순군 이양면,전라남도 화순군 이양면
전라남도 화순군 능주면,전라남도 화순군 능주면
전라남도 화순군 도곡면,전라남도 화순군 도곡면
전라남도 화순군 도암면,전라남도 화순군 도암면
전라남도 화순군 이서면,전라남도 화순군 이서면
전라남도 화순군 북면,전라남도 화순군 북면
전라남도 화순군 동복면,전라남도 화순군 동복면
전라남도 화순군 남면,전라남도 화순군 남면
전라남도 화순군 동면,전라남도 화순군 동면
전라남도 장흥군 장흥읍,전라남도 장흥군 장흥읍
전라남도 장흥군 관산읍,전라남도 장흥군 관산읍
전라남도 장흥군 대덕읍,전라남도 장흥군 대덕읍
전라남도 장흥군 용산면,전라남도 장흥군 용산면
전라남도 장흥군 안양면,전라남도 장흥군 안양면
전라남도 장흥군 장동면,전라남도 장흥군 장동면
전라남도 장흥군 장평면,전라남도 장흥군 장평면
전라남도 장흥군 유치면,전라남도 장흥군 유치면
전라남도 장흥군 부산면,전라남도 장흥군 부산면
전라남도 장흥군 회진면,전라남도 장흥군 회진면
전라남도 강진군 강진읍,전라남도 강진군 강진읍
전라남도 강진군 군동면,전라남도 강진군 군동면
전라남도 강진군 칠량면,전라남도 강진군 칠량면
전라남도 강진군 대구면,전라남도 강진군 대구면
전라남도 강진군 마량면,전라남도 강진군 마량면
전라남도 강진군 도암면,전라남도 강진군 도암면
전라남도 강진군 신전면,전라남도 강진군 신전면
전라남도 강진군 성전면,전라남도 강진군 성전면
전라남도 강진군 작천면,전라남도 강진군 작천면
전라남도 강진군 병영면,전라남도 강진군 병영면
전라남도 강진군 옴천면,전라남도 강진군 옴천면
전라남도 완도군 완도읍,전라남도 완도군 완도읍
전라남도 완도군 금일읍,전라남도 완도군 금일읍
전라남도 완도군 노화읍,전라남도 완도군 노화읍
전라남도 완도군 군외면,전라남도 완도군 군외면
전라남도 완도군 신지면,전라남도 완도군 신지면
전라남도 완도군 고금면,전라남도 완도군 고금면
전라남도 완도군 약산면,전라남도 완도군 약산면
전라남도 완도군 청산면,전라남도 완도군 청산면
전라남도 완도군 소안면,전라남도 완도군 소안면
전라남도 완도군 금당면,전라남도 완도군 금당면
전라남도 완도군 보길면,전라남도 완도군 보길면
전라남도 완도군 생일면,전라남도 완도군 생일면
전라남도 해남군 해남읍,전라남도 해남군 해남읍
전라남도 해남군 삼산면,전라남도 해남군 삼산면
전라남도 해남군 화산면,전라남도 해남군 화산면
전라남도 해남군 현산면,전라남도 해남군 현산면
전라남도 해남군 송지면,전라남도 해남군 송지면
전라남도 해남군 북평면,전라남도 해남군 북평면
전라남도 해남군 북일면,전라남도 해남군 북일면
전라남도 해남군 옥천면,전라남도 해남군 옥천면
전라남도 해남군 계곡면,전라남도 해남군 계곡면
전라남도 해남군 마산면,전라남도 해남군 마산면
전라남도 해남군 황산면,전라남도 해남군 황산면
전라남도 해남군 산이면,전라남도 해남군 산이면
전라남도 해남군 문내면,전라남도 해남군 문내면
전라남도 해남군 화원면,전라남도 해남군 화원면
전라남도 진도군 진도읍,전라남도 진도군 진도읍
전라남도 진도군 군내면,전라남도 진도군 군내면
전라남도 진도군 고군면,전라남도 진도군 고군면
전라남도 진도군 의신면,전라남도 진도군 의신면
전라남도 진도군 임회면,전라남도 진도군 임회면
전라남도 진도군 지산면,전라남도 진도군 지산면
전라남도 진도군 조도면,전라남도 진도군 조도면
전라남도 영암군 영암읍,전라남도 영암군 영암읍
전라남도 영암군 삼호읍,전라남도 영암군 삼호읍
전라남도 영암군 덕진면,전라남도 영암군 덕진면
전라남도 영암군 금정면,전라남도 영암군 금정면
전라남도 영암군 신북면,전라남도 영암군 신북면
전라남도 영암군 시종면,전라남도 영암군 시종면
전라남도 영암군 도포면,전라남도 영암군 도포면
전라남도 영암군 군서면,전라남도 영암군 군서면
전라남도 영암군 서호면,전라남도 영암군 서호면
전라남도 영암군 학산면,전라남도 영암군 학산면
전라남도 영암군 미암면,전라남도 영암군 미암면
전라남도 무안군 무안읍,전라남도 무안군 무안읍
전라남도 무안군 일로읍,전라남도 무안군 일로읍
전라남도 무안군 삼향읍,전라남도 무안군 삼향읍
전라남도 무안군 몽탄면,전라남도 무안군 몽탄면
전라남도 무안군 청계면,전라남도 무안군 청계면
전라남도 무안군 현경면,전라남도 무안군 현경면
전라남도 무안군 망운면,전라남도 무안군 망운면
전라남도 무안군 해제면,전라남도 무안군 해제면
전라남도 무안군 운남면,전라남도 무안군 운남면
전라남도 영광군 영광읍,전라남도 영광군 영광읍
전라남도 영광군 백수읍,전라남도 영광군 백수읍
전라남도 영광군 홍농읍,전라남도 영광군 홍농읍
전라남도 영광군 대마면,전라남도 영광군 대마면
전라남도 영광군 묘량면,전라남도 영광군 묘량면
전라남도 영광군 불갑면,전라남도 영광군 불갑면
전라남도 영광군 군서면,전라남도 영광군 군서면
전라남도 영광군 군남면,전라남도 영광군 군남면
전라남도 영광군 염산면,전라남도 영광군 염산면
전라남도 영광군 법성면,전라남도 영광군 법성면
전라남도 영광군 낙월면,전라남도 영광군 낙월면
전라남도 함평군 함평읍,전라남도 함평군 함평읍
전라남도 함평군 손불면,전라남도 함평군 손불면
전라남도 함평군 신광면,전라남도 함평군 신광면
전라남도 함평군 학교면,전라남도 함평군 학교면
전라남도 함평군 엄다면,전라남도 함평군 엄다면
전라남도 함평군 대동면,전라남도 함평군 대동면
전라남도 함평군 나산면,전라남도 함평군 나산면
전라남도 함평군 해보면,전라남도 함평군 해보면
전라남도 함평군 월야면,전라남도 함평군 월야면
전라남도 신안군 지도읍,전라남도 신안군 지도읍
전라남도 신안군 증도면,전라남도 신안군 증도면
전라남도 신안군 임자면,전라남도 신안군 임자면
전라남도 신안군 자은면,전라남도 신안군 자은면
전라남도 신안군 비금면,전라남도 신안군 비금면
전라남도 신안군 도초면,전라남도 신안군 도초면
전라남도 신안군 흑산면,전라남도 신안군 흑산면
전라남도 신안군 하의면,전라남도 신안군 하의면
전라남도 신안군 신의면,전라남도 신안군 신의면
전라남도 신안군 장산면,전라남도 신안군 장산면
전라남도 신안군 안좌면,전라남도 신안군 안좌면
전라남도 신안군 팔금면,전라남도 신안군 팔금면
전라남도 신안군 암태면,전라남도 신안군 암태면
전라남도 신안군 압해읍,전라남도 신안군 압해읍
경상북도 포항시북구 흥해읍,경상북도 포항시북구 흥해읍
경상북도 포항시북구 신광면,경상북도 포항시북구 신광면
경상북도 포항시북구 청하면,경상북도 포항시북구 청하면
경상북도 포항시북구 송라면,경상북도 포항시북구 송라면
경상북도 포항시북구 기계면,경상북도 포항시북구 기계면
경상북도 포항시북구 죽장면,경상북도 포항시북구 죽장면
경상북도 포항시북구 기북면,경상북도 포항시북구 기북면
경상북도 포항시북구 중앙동,경상북도 포항시북구 중앙동
경상북도 포항시북구 양학동,경상북도 포항시북구 양학동
경상북도 포항시북구 죽도동,경상북도 포항시북구 죽도동
경상북도 포항시북구 용흥동,경상북도 포항시북구 용흥동
경상북도 포항시북구 우창동,경상북도 포항시북구 우창동
경상북도 포항시북구 두호동,경상북도 포항시북구 두호동
경상북도 포항시북구 장량동,경상북도 포항시북구 장량동
경상북도 포항시북구 환여동,경상북도 포항시북구 환여동
경상북도 포항시남구 구룡포읍,경상북도 포항시남구 구룡포읍
경상북도 포항시남구 연일읍,경상북도 포항시남구 연일읍
경상북도 포항시남구 오천읍,경상북도 포항시남구 오천읍
경상북도 포항시남구 대송면,경상북도 포항시남구 대송면
경상북도 포항시남구 동해면,경상북도 포항시남구 동해면
경상북도 포항시남구 장기면,경상북도 포항시남구 장기면
경상북도 포항시남구 호미곶면,경상북도 포항시남구 호미곶면
경상북도 포항시남구 상대동,경상북도 포항시남구 상대동
경상북도 포항시남구 해도동,경상북도 포항시남구 해도동
경상북도 포항시남구 송도동,경상북도 포항시남구 송도동
경상북도 포항시남구 청림동,경상북도 포항시남구 청림동
경상북도 포항시남구 제철동,경상북도 포항시남구 제철동
경상북도 포항시남구 효곡동,경상북도 포항시남구 효곡동
경상북도 포항시남구 대이동,경상북도 포항시남구 대이동
경상북도 울릉군 울릉읍,경상북도 울릉군 울릉읍
경상북도 울릉군 서면,경상북도 울릉군 서면
경상북도 울릉군 북면,경상북도 울릉군 북면
경상북도 경주시 감포읍,경상북도 경주시 감포읍
경상북도 경주시 안강읍,경상북도 경주시 안강읍
경상북도 경주시 건천읍,경상북도 경주시 건천읍
경상북도 경주시 외동읍,경상북도 경주시 외동읍
경상북도 경주시 양북면,경상북도 경주시 양북면
경상북도 경주시 양남면,경상북도 경주시 양남면
경상북도 경주시 내남면,경상북도 경주시 내남면
경상북도 경주시 산내면,경상북도 경주시 산내면
경상북도 경주시 서면,경상북도 경주시 서면
경상북도 경주시 현곡면,경상북도 경주시 현곡면
경상북도 경주시 강동면,경상북도 경주시 강동면
경상북도 경주시 천북면,경상북도 경주시 천북면
경상북도 경주시 중부동,경상북도 경주시 중부동
경상북도 경주시 황오동,경상북도 경주시 황오동
경상북도 경주시 성건동,경상북도 경주시 성건동
경상북도 경주시 황남동,경상북도 경주시 황남동
경상북도 경주시 월성동,경상북도 경주시 월성동
경상북도 경주시 선도동,경상북도 경주시 선도동
경상북도 경주시 용강동,경상북도 경주시 용강동
경상북도 경주시 황성동,경상북도 경주시 황성동
경상북도 경주시 동천동,경상북도 경주시 동천동
경상북도 경주시 불국동,경상북도 경주시 불국동
경상북도 경주시 보덕동,경상북도 경주시 보덕동
경상북도 김천시 아포읍,경상북도 김천시 아포읍
경상북도 김천시 농소면,경상북도 김천시 농소면
경상북도 김천시 남면,경상북도 김천시 남면
경상북도 김천시 개령면,경상북도 김천시 개령면
경상북도 김천시 감문면,경상북도 김천시 감문면
경상북도 김천시 어모면,경상북도 김천시 어모면
경상북도 김천시 봉산면,경상북도 김천시 봉산면
경상북도 김천시 대항면,경상북도 김천시 대항면
경상북도 김천시 감천면,경상북도 김천시 감천면
경상북도 김천시 조마면,경상북도 김천시 조마면
경상북도 김천시 구성면,경상북도 김천시 구성면
경상북도 김천시 지례면,경상북도 김천시 지례면
경상북도 김천시 부항면,경상북도 김천시 부항면
경상북도 김천시 대덕면,경상북도 김천시 대덕면
경상북도 김천시 증산면,경상북도 김천시 증산면
경상북도 김천시 자산동,경상북도 김천시 자산동
경상북도 김천시 평화남산동,경상북도 김천시 평화남산동
경상북도 김천시 양금동,경상북도 김천시 양금동
경상북도 김천시 대신동,경상북도 김천시 대신동
경상북도 김천시 대곡동,경상북도 김천시 대곡동
경상북도 김천시 지좌동,경상북도 김천시 지좌동
경상북도 김천시 율곡동,경상북도 김천시 율곡동
경상북도 안동시 풍산읍,경상북도 안동시 풍산읍
경상북도 안동시 와룡면,경상북도 안동시 와룡면
경상북도 안동시 북후면,경상북도 안동시 북후면
경상북도 안동시 서후면,경상북도 안동시 서후면
경상북도 안동시 풍천면,경상북도 안동시 풍천면
경상북도 안동시 일직면,경상북도 안동시 일직면
경상북도 안동시 남후면,경상북도 안동시 남후면
경상북도 안동시 남선면,경상북도 안동시 남선면
경상북도 안동시 임하면,경상북도 안동시 임하면
경상북도 안동시 길안면,경상북도 안동시 길안면
경상북도 안동시 임동면,경상북도 안동시 임동면
경상북도 안동시 예안면,경상북도 안동시 예안면
경상북도 안동시 도산면,경상북도 안동시 도산면
경상북도 안동시 녹전면,경상북도 안동시 녹전면
경상북도 안동시 중구동,경상북도 안동시 중구동
경상북도 안동시 명륜동,경상북도 안동시 명륜동
경상북도 안동시 용상동,경상북도 안동시 용상동
경상북도 안동시 서구동,경상북도 안동시 서구동
경상북도 안동시 태화동,경상북도 안동시 태화동
경상북도 안동시 평화동,경상북도 안동시 평화동
경상북도 안동시 안기동,경상북도 안동시 안기동
경상북도 안동시 옥동,경상북도 안동시 옥동
경상북도 안동시 송하동,경상북도 안동시 송하동
경상북도 안동시 강남동,경상북도 안동시 강남동
경상북도 구미시 선산읍,경상북도 구미시 선산읍
경상북도 구미시 고아읍,경상북도 구미시 고아읍
경상북도 구미시 무을면,경상북도 구미시 무을면
경상북도 구미시 옥성면,경상북도 구미시 옥성면
경상북도 구미시 도개면,경상북도 구미시 도개면
경상북도 구미시 해평면,경상북도 구미시 해평면
경상북도 구미시 산동면,경상북도 구미시 산동면
경상북도 구미시 장천면,경상북도 구미시 장천면
경상북도 구미시 송정동,경상북도 구미시 송정동
경상북도 구미시 원평1동,경상북도 구미시 원평1동
경상북도 구미시 원평2동,경상북도 구미시 원평2동
경상북도 구미시 지산동,경상북도 구미시 지산동
경상북도 구미시 도량동,경상북도 구미시 도량동
경상북도 구미시 선주원남동,경상북도 구미시 선주원남동
경상북도 구미시 형곡1동,경상북도 구미시 형곡1동
경상북도 구미시 형곡2동,경상북도 구미시 형곡2동
경상북도 구미시 신평1동,경상북도 구미시 신평1동
경상북도 구미시 신평2동,경상북도 구미시 신평2동
경상북도 구미시 비산동,경상북도 구미시 비산동
경상북도 구미시 공단1동,경상북도 구미시 공단1동
경상북도 구미시 공단2동,경상북도 구미시 공단2동
경상북도 구미시 광평동,경상북도 구미시 광평동
경상북도 구미시 상모사곡동,경상북도 구미시 상모사곡동
경상북도 구미시 임오동,경상북도 구미시 임오동
경상북도 구미시 인동동,경상북도 구미시 인동동
경상북도 구미시 진미동,경상북도 구미시 진미동
경상북도 구미시 양포동,경상북도 구미시 양포동
경상북도 영주시 풍기읍,경상북도 영주시 풍기읍
경상북도 영주시 이산면,경상북도 영주시 이산면
경상북도 영주시 평은면,경상북도 영주시 평은면
경상북도 영주시 문수면,경상북도 영주시 문수면
경상북도 영주시 장수면,경상북도 영주시 장수면
경상북도 영주시 안정면,경상북도 영주시 안정면
경상북도 영주시 봉현면,경상북도 영주시 봉현면
경상북도 영주시 순흥면,경상북도 영주시 순흥면
경상북도 영주시 단산면,경상북도 영주시 단산면
경상북도 영주시 부석면,경상북도 영주시 부석면
경상북도 영주시 상망동,경상북도 영주시 상망동
경상북도 영주시 하망동,경상북도 영주시 하망동
경상북도 영주시 영주1동,경상북도 영주시 영주1동
경상북도 영주시 영주2동,경상북도 영주시 영주2동
경상북도 영주시 휴천1동,경상북도 영주시 휴천1동
경상북도 영주시 휴천2동,경상북도 영주시 휴천2동
경상북도 영주시 휴천3동,경상북도 영주시 휴천3동
경상북도 영주시 가흥1동,경상북도 영주시 가흥1동
경상북도 영주시 가흥2동,경상북도 영주시 가흥2동
경상북도 영천시 금호읍,경상북도 영천시 금호읍
경상북도 영천시 청통면,경상북도 영천시 청통면
경상북도 영천시 신녕면,경상북도 영천시 신녕면
경상북도 영천시 화산면,경상북도 영천시 화산면
경상북도 영천시 화북면,경상북도 영천시 화북면
경상북도 영천시 화남면,경상북도 영천시 화남면
경상북도 영천시 자양면,경상북도 영천시 자양면
경상북도 영천시 임고면,경상북도 영천시 임고면
경상북도 영천시 고경면,경상북도 영천시 고경면
경상북도 영천시 북안면,경상북도 영천시 북안면
경상북도 영천시 대창면,경상북도 영천시 대창면
경상북도 영천시 동부동,경상북도 영천시 동부동
경상북도 영천시 중앙동,경상북도 영천시 중앙동
경상북도 영천시 서부동,경상북도 영천시 서부동
경상북도 영천시 완산동,경상북도 영천시 완산동
경상북도 영천시 남부동,경상북도 영천시 남부동
경상북도 상주시 함창읍,경상북도 상주시 함창읍
경상북도 상주시 사벌면,경상북도 상주시 사벌면
경상북도 상주시 중동면,경상북도 상주시 중동면
경상북도 상주시 낙동면,경상북도 상주시 낙동면
경상북도 상주시 청리면,경상북도 상주시 청리면
경상북도 상주시 공성면,경상북도 상주시 공성면
경상북도 상주시 외남면,경상북도 상주시 외남면
경상북도 상주시 내서면,경상북도 상주시 내서면
경상북도 상주시 모동면,경상북도 상주시 모동면
경상북도 상주시 모서면,경상북도 상주시 모서면
경상북도 상주시 화동면,경상북도 상주시 화동면
경상북도 상주시 화서면,경상북도 상주시 화서면
경상북도 상주시 화북면,경상북도 상주시 화북면
경상북도 상주시 외서면,경상북도 상주시 외서면
경상북도 상주시 은척면,경상북도 상주시 은척면
경상북도 상주시 공검면,경상북도 상주시 공검면
경상북도 상주시 이안면,경상북도 상주시 이안면
경상북도 상주시 화남면,경상북도 상주시 화남면
경상북도 상주시 남원동,경상북도 상주시 남원동
경상북도 상주시 북문동,경상북도 상주시 북문동
경상북도 상주시 계림동,경상북도 상주시 계림동
경상북도 상주시 동문동,경상북도 상주시 동문동
경상북도 상주시 동성동,경상북도 상주시 동성동
경상북도 상주시 신흥동,경상북도 상주시 신흥동
경상북도 문경시 문경읍,경상북도 문경시 문경읍
경상북도 문경시 가은읍,경상북도 문경시 가은읍
경상북도 문경시 영순면,경상북도 문경시 영순면
경상북도 문경시 산양면,경상북도 문경시 산양면
경상북도 문경시 호계면,경상북도 문경시 호계면
경상북도 문경시 산북면,경상북도 문경시 산북면
경상북도 문경시 동로면,경상북도 문경시 동로면
경상북도 문경시 마성면,경상북도 문경시 마성면
경상북도 문경시 농암면,경상북도 문경시 농암면
경상북도 문경시 점촌1동,경상북도 문경시 점촌1동
경상북도 문경시 점촌2동,경상북도 문경시 점촌2동
경상북도 문경시 점촌3동,경상북도 문경시 점촌3동
경상북도 문경시 점촌4동,경상북도 문경시 점촌4동
경상북도 문경시 점촌5동,경상북도 문경시 점촌5동
경상북도 예천군 예천읍,경상북도 예천군 예천읍
경상북도 예천군 용문면,경상북도 예천군 용문면
경상북도 예천군 감천면,경상북도 예천군 감천면
경상북도 예천군 보문면,경상북도 예천군 보문면
경상북도 예천군 호명면,경상북도 예천군 호명면
경상북도 예천군 유천면,경상북도 예천군 유천면
경상북도 예천군 용궁면,경상북도 예천군 용궁면
경상북도 예천군 개포면,경상북도 예천군 개포면
경상북도 예천군 지보면,경상북도 예천군 지보면
경상북도 예천군 풍양면,경상북도 예천군 풍양면
경상북도 예천군 효자면,경상북도 예천군 효자면
경상북도 예천군 은풍면,경상북도 예천군 은풍면
경상북도 경산시 하양읍,경상북도 경산시 하양읍
경상북도 경산시 진량읍,경상북도 경산시 진량읍
경상북도 경산시 와촌면,경상북도 경산시 와촌면
경상북도 경산시 자인면,경상북도 경산시 자인면
경상북도 경산시 용성면,경상북도 경산시 용성면
경상북도 경산시 남산면,경상북도 경산시 남산면
경상북도 경산시 압량면,경상북도 경산시 압량면
경상북도 경산시 남천면,경상북도 경산시 남천면
경상북도 경산시 중앙동,경상북도 경산시 중앙동
경상북도 경산시 동부동,경상북도 경산시 동부동
경상북도 경산시 서부1동,경상북도 경산시 서부1동
경상북도 경산시 서부2동,경상북도 경산시 서부2동
경상북도 경산시 남부동,경상북도 경산시 남부동
경상북도 경산시 북부동,경상북도 경산시 북부동
경상북도 경산시 중방동,경상북도 경산시 중방동
경상북도 청도군 청도읍,경상북도 청도군 청도읍
경상북도 청도군 화양읍,경상북도 청도군 화양읍
경상북도 청도군 각남면,경상북도 청도군 각남면
경상북도 청도군 풍각면,경상북도 청도군 풍각면
경상북도 청도군 각북면,경상북도 청도군 각북면
경상북도 청도군 이서면,경상북도 청도군 이서면
경상북도 청도군 운문면,경상북도 청도군 운문면
경상북도 청도군 금천면,경상북도 청도군 금천면
경상북도 청도군 매전면,경상북도 청도군 매전면
경상북도 고령군 대가야읍,경상북도 고령군 대가야읍
경상북도 고령군 덕곡면,경상북도 고령군 덕곡면
경상북도 고령군 운수면,경상북도 고령군 운수면
경상북도 고령군 성산면,경상북도 고령군 성산면
경상북도 고령군 다산면,경상북도 고령군 다산면
경상북도 고령군 개진면,경상북도 고령군 개진면
경상북도 고령군 우곡면,경상북도 고령군 우곡면
경상북도 고령군 쌍림면,경상북도 고령군 쌍림면
경상북도 성주군 성주읍,경상북도 성주군 성주읍
경상북도 성주군 선남면,경상북도 성주군 선남면
